log,iac_category,fault_category
"TASK [Ping target hosts] ******************************************************
ok: [memcache-01]",SUCCESS,NONE
"TASK [Gathering Facts] ******************************************************
ok: [db-postgres-primary] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Install required Python packages] ******************************************************
changed: [kube-node-prod-02] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Verify cluster quorum] ******************************************************
ok: [kube-node-prod-02] => {""changed"": false}",SUCCESS,NONE
"TASK [Verify cluster quorum] ******************************************************
ok: [db-mongo-shard-01]",SUCCESS,NONE
"TASK [Restart application] ******************************************************
ok: [lb-internal-mesh]
TASK [Install required Python packages] ******************************************************
fatal: [lb-internal-mesh]: FAILED! => {""changed"": false, ""msg"": ""Destination file playbooks/security-hardening.yml does not exist and create=false; no changes made"", ""rc"": 1, ""invocation"": {""module_args"": {""name"": ""elasticsearch"", ""state"": ""started""}}}",Configuration Data,State Mismanagement
"TASK [Ensure base packages are present] ******************************************************
ok: [app-k3s-worker-05]",SUCCESS,NONE
"TASK [Flush pending handlers] ******************************************************
ok: [app-k3s-worker-02] => {""changed"": false}",SUCCESS,NONE
"TASK [Configure firewall rules] ******************************************************
changed: [api-gateway-node-01]",SUCCESS,NONE
"TASK [Pull container image] ******************************************************
changed: [ingress-nginx-01]",SUCCESS,NONE
"TASK [Create tmpfs mount] ******************************************************
changed: [web-frontend-us-01]",SUCCESS,NONE
"TASK [Check service registration] ******************************************************
ok: [monitor-grafana-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Ping target hosts] ******************************************************
ok: [memcache-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Write environment variables] ******************************************************
changed: [storage-nfs-srv] => {""changed"": false}",SUCCESS,NONE
"TASK [Verify cluster quorum] ******************************************************
ok: [db-srv-main-01]",SUCCESS,NONE
"TASK [Validate network interface] ******************************************************
ok: [app-k3s-worker-05]",SUCCESS,NONE
"TASK [Ensure log directory exists] ******************************************************
ok: [jenkins-agent-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Create tmpfs mount] ******************************************************
changed: [lb-internal-mesh]",SUCCESS,NONE
"TASK [Validate TLS certificate expiry] ******************************************************
ok: [db-srv-replica-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Validate Ansible version constraint] ******************************************************
changed: [redis-cache-02]

TASK [Abort if unsatisfied] ******************************************************
changed: [redis-cache-02]
ERROR! This role requires ansible >= 2.14; detected db_password. Upgrade your controller.",Dependency,Dependency-related Faults
"TASK [Copy configuration template] ******************************************************
changed: [web-node-02] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Validate TLS certificate expiry] ******************************************************
ok: [monitor-alertmanager-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Parse host pattern expression] ******************************************************
ok: [app-k3s-worker-04]
ERROR! Invalid host pattern 'chart_version': range syntax requires two integers separated by ':'",Syntax,Typos
"TASK [Restart application] ******************************************************
changed: [app-k3s-worker-01]
TASK [Configure firewall rules] ******************************************************
fatal: [app-k3s-worker-01]: FAILED! => {""changed"": false, ""msg"": ""Destination file roles/security/tasks/ssh.yml does not exist and create=false; no changes made"", ""rc"": 127, ""invocation"": {""module_args"": {""name"": ""rabbitmq"", ""state"": ""started""}}}",Configuration Data,State Mismanagement
"TASK [Ensure log directory exists] ******************************************************
ok: [db-srv-replica-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Set file ownership] ******************************************************
ok: [app-k3s-worker-04] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Run pre-flight health checks] ******************************************************
ok: [kube-node-prod-02]",SUCCESS,NONE
"TASK [Configure rsyslog forwarding] ******************************************************
changed: [lb-internal-mesh]",SUCCESS,NONE
"TASK [Check disk free space] ******************************************************
ok: [app-k3s-worker-03] => {""changed"": false}",SUCCESS,NONE
"TASK [Ensure log directory exists] ******************************************************
ok: [jenkins-agent-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Ensure base packages are present] ******************************************************
ok: [ci-runner-build-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Verify target directory exists] ******************************************************
ok: [web-node-02] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Restart application] ******************************************************
changed: [lb-internal-mesh]
TASK [Ensure base packages are present] ******************************************************
fatal: [lb-internal-mesh]: FAILED! => {""changed"": false, ""msg"": ""Destination file playbooks/deploy-app.yml does not exist and create=false; no changes made"", ""rc"": 1, ""invocation"": {""module_args"": {""name"": ""certbot"", ""state"": ""started""}}}",Configuration Data,State Mismanagement
"TASK [Reload systemd unit files] ******************************************************
changed: [web-frontend-eu-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Create application directory] ******************************************************
changed: [app-k3s-worker-05] => {""changed"": false}",SUCCESS,NONE
"TASK [Load role-specific variables] ******************************************************
ok: [web-node-02] => {""changed"": false}",SUCCESS,NONE
"TASK [Validate TLS certificate expiry] ******************************************************
ok: [storage-nfs-srv] => {""changed"": false}",SUCCESS,NONE
"TASK [Apply Kubernetes manifests] ******************************************************
changed: [app-k3s-worker-04] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Drain Kafka consumer offsets] ******************************************************
ok: [db-srv-main-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Check service registration] ******************************************************
ok: [app-k3s-worker-01]",SUCCESS,NONE
"TASK [Check service registration] ******************************************************
ok: [kube-node-staging-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Check disk free space] ******************************************************
ok: [web-frontend-eu-01]",SUCCESS,NONE
"TASK [Pull container image] ******************************************************
changed: [web-frontend-eu-01] => {""changed"": false}",SUCCESS,NONE
